triplet,name,huc,water_year,april1_swe,peak_swe,peak_date,n_days,has_midwinter
1014:CO:SNTL,Middle Fork Camp,140100010402,2001,,0.0,2001-09-30,1,False
1014:CO:SNTL,Middle Fork Camp,140100010402,2002,8.0,8.3,2002-03-25,365,True
1014:CO:SNTL,Middle Fork Camp,140100010402,2003,13.1,14.2,2003-04-24,365,True
1014:CO:SNTL,Middle Fork Camp,140100010402,2004,6.8,8.9,2004-03-17,366,True
1014:CO:SNTL,Middle Fork Camp,140100010402,2005,9.4,9.4,2005-04-01,365,True
1014:CO:SNTL,Middle Fork Camp,140100010402,2006,13.8,14.1,2006-04-03,365,True
1014:CO:SNTL,Middle Fork Camp,140100010402,2007,10.7,11.3,2007-04-13,365,True
1014:CO:SNTL,Middle Fork Camp,140100010402,2008,14.6,17.1,2008-04-12,366,True
1014:CO:SNTL,Middle Fork Camp,140100010402,2009,12.0,14.0,2009-04-18,365,True
1014:CO:SNTL,Middle Fork Camp,140100010402,2010,7.0,8.3,2010-04-08,365,True
1014:CO:SNTL,Middle Fork Camp,140100010402,2011,14.2,15.4,2011-05-02,365,True
1014:CO:SNTL,Middle Fork Camp,140100010402,2012,0.7,8.1,2012-03-03,366,True
1014:CO:SNTL,Middle Fork Camp,140100010402,2013,8.8,11.5,2013-04-24,365,True
1014:CO:SNTL,Middle Fork Camp,140100010402,2014,14.0,14.7,2014-04-07,365,True
1014:CO:SNTL,Middle Fork Camp,140100010402,2015,8.2,10.2,2015-03-13,365,True
1014:CO:SNTL,Middle Fork Camp,140100010402,2016,14.6,14.6,2016-03-31,366,True
1014:CO:SNTL,Middle Fork Camp,140100010402,2017,9.0,11.6,2017-03-08,365,True
1014:CO:SNTL,Middle Fork Camp,140100010402,2018,8.2,9.1,2018-04-09,365,True
1014:CO:SNTL,Middle Fork Camp,140100010402,2019,11.8,12.8,2019-03-23,365,True
1014:CO:SNTL,Middle Fork Camp,140100010402,2020,11.0,11.4,2020-03-27,366,True
1014:CO:SNTL,Middle Fork Camp,140100010402,2021,10.2,10.2,2021-03-30,365,True
1014:CO:SNTL,Middle Fork Camp,140100010402,2022,9.0,9.4,2022-04-14,365,True
1014:CO:SNTL,Middle Fork Camp,140100010402,2023,13.2,13.3,2023-04-07,365,True
1014:CO:SNTL,Middle Fork Camp,140100010402,2024,12.6,12.6,2024-04-01,366,True
1014:CO:SNTL,Middle Fork Camp,140100010402,2025,10.3,11.8,2025-03-22,365,True
1014:CO:SNTL,Middle Fork Camp,140100010402,2026,0.0,6.2,2026-03-17,291,True
1030:CO:SNTL,Arapaho Ridge,140100010604,2002,,0.0,2002-08-13,49,False
1030:CO:SNTL,Arapaho Ridge,140100010604,2003,18.8,24.3,2003-05-11,365,True
1030:CO:SNTL,Arapaho Ridge,140100010604,2004,18.7,20.9,2004-04-25,366,True
1030:CO:SNTL,Arapaho Ridge,140100010604,2005,21.5,25.5,2005-05-13,365,True
1030:CO:SNTL,Arapaho Ridge,140100010604,2006,25.7,27.0,2006-04-18,365,True
1030:CO:SNTL,Arapaho Ridge,140100010604,2007,18.8,20.9,2007-04-25,365,True
1030:CO:SNTL,Arapaho Ridge,140100010604,2008,23.7,27.4,2008-04-12,366,True
1030:CO:SNTL,Arapaho Ridge,140100010604,2009,20.8,25.0,2009-04-19,365,True
1030:CO:SNTL,Arapaho Ridge,140100010604,2010,16.6,25.0,2010-05-15,365,True
1030:CO:SNTL,Arapaho Ridge,140100010604,2011,29.6,36.6,2011-05-03,365,True
1030:CO:SNTL,Arapaho Ridge,140100010604,2012,14.6,16.1,2012-03-05,366,True
1030:CO:SNTL,Arapaho Ridge,140100010604,2013,17.8,23.1,2013-04-22,365,True
1030:CO:SNTL,Arapaho Ridge,140100010604,2014,27.6,31.1,2014-05-16,365,True
1030:CO:SNTL,Arapaho Ridge,140100010604,2015,16.6,19.6,2015-05-25,365,True
1030:CO:SNTL,Arapaho Ridge,140100010604,2016,24.4,28.8,2016-05-11,366,True
1030:CO:SNTL,Arapaho Ridge,140100010604,2017,24.3,26.9,2017-05-02,365,True
1030:CO:SNTL,Arapaho Ridge,140100010604,2018,19.6,24.0,2018-04-24,365,True
1030:CO:SNTL,Arapaho Ridge,140100010604,2019,25.2,26.9,2019-05-29,365,True
1030:CO:SNTL,Arapaho Ridge,140100010604,2020,22.9,25.4,2020-04-26,366,True
1030:CO:SNTL,Arapaho Ridge,140100010604,2021,20.4,21.8,2021-04-28,365,True
1030:CO:SNTL,Arapaho Ridge,140100010604,2022,19.1,21.4,2022-05-04,365,True
1030:CO:SNTL,Arapaho Ridge,140100010604,2023,25.4,28.8,2023-04-29,365,True
1030:CO:SNTL,Arapaho Ridge,140100010604,2024,21.2,23.9,2024-05-10,366,True
1030:CO:SNTL,Arapaho Ridge,140100010604,2025,20.4,21.0,2025-04-04,365,True
1030:CO:SNTL,Arapaho Ridge,140100010604,2026,10.2,13.8,2026-03-14,291,True
1040:CO:SNTL,Mccoy Park,140100030304,2003,13.7,14.7,2003-04-07,318,True
1040:CO:SNTL,Mccoy Park,140100030304,2004,7.8,12.0,2004-03-11,366,True
1040:CO:SNTL,Mccoy Park,140100030304,2005,15.4,15.9,2005-04-06,365,True
1040:CO:SNTL,Mccoy Park,140100030304,2006,14.9,15.3,2006-04-02,365,True
1040:CO:SNTL,Mccoy Park,140100030304,2007,11.0,13.2,2007-03-11,365,True
1040:CO:SNTL,Mccoy Park,140100030304,2008,17.5,21.1,2008-04-12,366,True
1040:CO:SNTL,Mccoy Park,140100030304,2009,17.1,19.1,2009-04-06,365,True
1040:CO:SNTL,Mccoy Park,140100030304,2010,11.3,13.0,2010-04-07,365,True
1040:CO:SNTL,Mccoy Park,140100030304,2011,16.2,20.4,2011-05-02,365,True
1040:CO:SNTL,Mccoy Park,140100030304,2012,3.2,8.8,2012-03-05,366,True
1040:CO:SNTL,Mccoy Park,140100030304,2013,10.1,13.9,2013-04-23,365,True
1040:CO:SNTL,Mccoy Park,140100030304,2014,16.9,17.8,2014-04-07,365,True
1040:CO:SNTL,Mccoy Park,140100030304,2015,8.8,12.9,2015-03-07,365,True
1040:CO:SNTL,Mccoy Park,140100030304,2016,15.5,15.6,2016-04-05,366,True
1040:CO:SNTL,Mccoy Park,140100030304,2017,9.3,13.6,2017-03-08,365,True
1040:CO:SNTL,Mccoy Park,140100030304,2018,8.7,10.0,2018-04-08,365,True
1040:CO:SNTL,Mccoy Park,140100030304,2019,17.2,17.7,2019-03-24,365,True
1040:CO:SNTL,Mccoy Park,140100030304,2020,14.0,14.6,2020-04-03,366,True
1040:CO:SNTL,Mccoy Park,140100030304,2021,10.9,10.9,2021-03-31,365,True
1040:CO:SNTL,Mccoy Park,140100030304,2022,14.8,16.3,2022-04-12,365,True
1040:CO:SNTL,Mccoy Park,140100030304,2023,18.9,19.3,2023-04-04,365,True
1040:CO:SNTL,Mccoy Park,140100030304,2024,17.0,17.0,2024-03-29,366,True
1040:CO:SNTL,Mccoy Park,140100030304,2025,13.1,13.9,2025-03-22,365,True
1040:CO:SNTL,Mccoy Park,140100030304,2026,0.2,6.8,2026-03-06,291,True
1041:CO:SNTL,Beaver Ck Village,140100030301,2003,,0.0,2003-07-22,71,False
1041:CO:SNTL,Beaver Ck Village,140100030301,2004,5.1,9.0,2004-03-04,366,True
1041:CO:SNTL,Beaver Ck Village,140100030301,2005,11.6,11.7,2005-03-30,365,True
1041:CO:SNTL,Beaver Ck Village,140100030301,2006,12.1,12.2,2006-04-02,365,True
1041:CO:SNTL,Beaver Ck Village,140100030301,2007,7.8,10.3,2007-03-10,365,True
1041:CO:SNTL,Beaver Ck Village,140100030301,2008,15.0,17.1,2008-04-10,366,True
1041:CO:SNTL,Beaver Ck Village,140100030301,2009,15.2,16.6,2009-04-04,365,True
1041:CO:SNTL,Beaver Ck Village,140100030301,2010,8.9,10.4,2010-04-07,365,True
1041:CO:SNTL,Beaver Ck Village,140100030301,2011,13.8,14.9,2011-04-30,365,True
1041:CO:SNTL,Beaver Ck Village,140100030301,2012,2.5,7.7,2012-03-03,366,True
1041:CO:SNTL,Beaver Ck Village,140100030301,2013,8.5,11.2,2013-04-20,365,True
1041:CO:SNTL,Beaver Ck Village,140100030301,2014,14.6,15.4,2014-04-07,365,True
1041:CO:SNTL,Beaver Ck Village,140100030301,2015,7.5,11.1,2015-03-05,365,True
1041:CO:SNTL,Beaver Ck Village,140100030301,2016,11.7,11.7,2016-03-31,366,True
1041:CO:SNTL,Beaver Ck Village,140100030301,2017,8.1,12.2,2017-03-09,365,True
1041:CO:SNTL,Beaver Ck Village,140100030301,2018,8.3,8.4,2018-03-23,365,True
1041:CO:SNTL,Beaver Ck Village,140100030301,2019,15.2,15.4,2019-03-29,365,True
1041:CO:SNTL,Beaver Ck Village,140100030301,2020,13.2,13.3,2020-04-02,366,True
1041:CO:SNTL,Beaver Ck Village,140100030301,2021,9.0,9.0,2021-03-30,365,True
1041:CO:SNTL,Beaver Ck Village,140100030301,2022,10.6,10.8,2022-03-22,365,True
1041:CO:SNTL,Beaver Ck Village,140100030301,2023,14.6,14.8,2023-04-05,365,True
1041:CO:SNTL,Beaver Ck Village,140100030301,2024,12.7,12.9,2024-03-29,366,True
1041:CO:SNTL,Beaver Ck Village,140100030301,2025,11.1,11.6,2025-03-22,365,True
1041:CO:SNTL,Beaver Ck Village,140100030301,2026,0.3,6.1,2026-03-06,291,True
1060:CO:SNTL,Sharkstooth,140300020206,2005,29.7,31.3,2005-04-11,352,True
1060:CO:SNTL,Sharkstooth,140300020206,2006,14.8,16.4,2006-04-07,365,True
1060:CO:SNTL,Sharkstooth,140300020206,2007,13.2,13.9,2007-04-24,365,True
1060:CO:SNTL,Sharkstooth,140300020206,2008,28.0,29.5,2008-04-10,366,True
1060:CO:SNTL,Sharkstooth,140300020206,2009,21.9,25.2,2009-04-18,365,True
1060:CO:SNTL,Sharkstooth,140300020206,2010,22.0,22.6,2010-04-05,365,True
1060:CO:SNTL,Sharkstooth,140300020206,2011,20.9,22.4,2011-05-03,365,True
1060:CO:SNTL,Sharkstooth,140300020206,2012,13.9,16.3,2012-03-21,366,True
1060:CO:SNTL,Sharkstooth,140300020206,2013,15.6,17.5,2013-04-21,365,True
1060:CO:SNTL,Sharkstooth,140300020206,2014,15.2,15.9,2014-04-07,365,True
1060:CO:SNTL,Sharkstooth,140300020206,2015,12.7,13.6,2015-03-20,365,True
1060:CO:SNTL,Sharkstooth,140300020206,2016,19.1,19.1,2016-03-29,366,True
1060:CO:SNTL,Sharkstooth,140300020206,2017,30.4,30.9,2017-04-03,365,True
1060:CO:SNTL,Sharkstooth,140300020206,2018,9.3,9.4,2018-03-23,365,True
1060:CO:SNTL,Sharkstooth,140300020206,2019,27.9,28.8,2019-04-10,365,True
1060:CO:SNTL,Sharkstooth,140300020206,2020,18.4,18.6,2020-03-31,366,True
1060:CO:SNTL,Sharkstooth,140300020206,2021,12.9,13.3,2021-03-26,365,True
1060:CO:SNTL,Sharkstooth,140300020206,2022,18.8,18.8,2022-04-01,365,True
1060:CO:SNTL,Sharkstooth,140300020206,2023,36.0,37.1,2023-04-07,365,True
1060:CO:SNTL,Sharkstooth,140300020206,2024,18.9,19.4,2024-04-10,366,True
1060:CO:SNTL,Sharkstooth,140300020206,2025,9.3,11.9,2025-03-22,365,True
1060:CO:SNTL,Sharkstooth,140300020206,2026,2.4,9.6,2026-02-22,291,True
1101:CO:SNTL,Chapman Tunnel,140100040504,2007,,0.0,2007-09-06,25,False
1101:CO:SNTL,Chapman Tunnel,140100040504,2008,21.6,23.3,2008-04-16,366,True
1101:CO:SNTL,Chapman Tunnel,140100040504,2009,14.4,15.4,2009-04-17,365,True
1101:CO:SNTL,Chapman Tunnel,140100040504,2010,10.4,11.5,2010-04-07,365,True
1101:CO:SNTL,Chapman Tunnel,140100040504,2011,17.1,22.1,2011-05-02,365,True
1101:CO:SNTL,Chapman Tunnel,140100040504,2012,5.9,8.9,2012-03-21,366,True
1101:CO:SNTL,Chapman Tunnel,140100040504,2013,9.1,12.5,2013-04-23,365,True
1101:CO:SNTL,Chapman Tunnel,140100040504,2014,15.4,16.4,2014-04-16,365,True
1101:CO:SNTL,Chapman Tunnel,140100040504,2015,10.6,11.6,2015-03-25,365,True
1101:CO:SNTL,Chapman Tunnel,140100040504,2016,14.2,15.2,2016-04-19,366,True
1101:CO:SNTL,Chapman Tunnel,140100040504,2017,15.3,16.4,2017-03-07,365,True
1101:CO:SNTL,Chapman Tunnel,140100040504,2018,10.5,12.7,2018-04-21,365,True
1101:CO:SNTL,Chapman Tunnel,140100040504,2019,19.4,19.5,2019-04-02,365,True
1101:CO:SNTL,Chapman Tunnel,140100040504,2020,15.7,16.9,2020-04-23,366,True
1101:CO:SNTL,Chapman Tunnel,140100040504,2021,13.2,13.2,2021-03-31,365,True
1101:CO:SNTL,Chapman Tunnel,140100040504,2022,14.6,15.5,2022-04-13,365,True
1101:CO:SNTL,Chapman Tunnel,140100040504,2023,15.8,15.8,2023-03-31,365,True
1101:CO:SNTL,Chapman Tunnel,140100040504,2024,17.2,17.2,2024-04-01,366,True
1101:CO:SNTL,Chapman Tunnel,140100040504,2025,13.1,13.5,2025-04-06,365,True
1101:CO:SNTL,Chapman Tunnel,140100040504,2026,4.3,7.8,2026-03-07,291,True
1120:CO:SNTL,Elliot Ridge,140100020602,2009,,0.0,2009-08-11,51,False
1120:CO:SNTL,Elliot Ridge,140100020602,2010,14.4,18.9,2010-05-14,365,True
1120:CO:SNTL,Elliot Ridge,140100020602,2011,23.1,32.9,2011-04-30,365,True
1120:CO:SNTL,Elliot Ridge,140100020602,2012,10.5,13.0,2012-03-21,366,True
1120:CO:SNTL,Elliot Ridge,140100020602,2013,15.4,23.2,2013-04-23,365,True
1120:CO:SNTL,Elliot Ridge,140100020602,2014,23.3,26.1,2014-04-14,365,True
1120:CO:SNTL,Elliot Ridge,140100020602,2015,12.7,14.6,2015-03-25,365,True
1120:CO:SNTL,Elliot Ridge,140100020602,2016,19.5,24.3,2016-05-10,366,True
1120:CO:SNTL,Elliot Ridge,140100020602,2017,18.5,21.4,2017-05-02,365,True
1120:CO:SNTL,Elliot Ridge,140100020602,2018,16.9,20.5,2018-04-20,365,True
1120:CO:SNTL,Elliot Ridge,140100020602,2019,22.2,23.5,2019-04-13,365,True
1120:CO:SNTL,Elliot Ridge,140100020602,2020,21.6,24.6,2020-04-25,366,True
1120:CO:SNTL,Elliot Ridge,140100020602,2021,18.9,19.9,2021-04-27,365,True
1120:CO:SNTL,Elliot Ridge,140100020602,2022,22.0,23.9,2022-04-12,365,True
1120:CO:SNTL,Elliot Ridge,140100020602,2023,26.5,28.2,2023-04-29,365,True
1120:CO:SNTL,Elliot Ridge,140100020602,2024,23.6,24.8,2024-05-10,365,True
1120:CO:SNTL,Elliot Ridge,140100020602,2025,21.1,22.2,2025-04-07,365,True
1120:CO:SNTL,Elliot Ridge,140100020602,2026,9.0,12.6,2026-03-18,291,True
1141:CO:SNTL,Upper Taylor,140200010101,2009,,0.0,2009-09-30,1,False
1141:CO:SNTL,Upper Taylor,140200010101,2010,12.9,14.2,2010-04-07,365,True
1141:CO:SNTL,Upper Taylor,140200010101,2011,21.1,22.6,2011-04-28,365,True
1141:CO:SNTL,Upper Taylor,140200010101,2012,4.6,10.5,2012-03-03,366,True
1141:CO:SNTL,Upper Taylor,140200010101,2013,8.3,12.2,2013-04-24,365,True
1141:CO:SNTL,Upper Taylor,140200010101,2014,18.1,18.7,2014-04-07,365,True
1141:CO:SNTL,Upper Taylor,140200010101,2015,7.9,11.3,2015-03-03,365,True
1141:CO:SNTL,Upper Taylor,140200010101,2016,13.6,13.6,2016-03-30,366,True
1141:CO:SNTL,Upper Taylor,140200010101,2017,20.5,23.2,2017-03-06,365,True
1141:CO:SNTL,Upper Taylor,140200010101,2018,10.5,11.5,2018-04-09,365,True
1141:CO:SNTL,Upper Taylor,140200010101,2019,20.4,20.7,2019-03-23,365,True
1141:CO:SNTL,Upper Taylor,140200010101,2020,12.2,12.3,2020-04-02,366,True
1141:CO:SNTL,Upper Taylor,140200010101,2021,13.3,13.3,2021-03-28,365,True
1141:CO:SNTL,Upper Taylor,140200010101,2022,15.3,15.8,2022-04-06,365,True
1141:CO:SNTL,Upper Taylor,140200010101,2023,22.0,22.0,2023-04-01,365,True
1141:CO:SNTL,Upper Taylor,140200010101,2024,16.2,16.2,2024-04-01,366,True
1141:CO:SNTL,Upper Taylor,140200010101,2025,11.9,13.4,2025-03-22,365,True
1141:CO:SNTL,Upper Taylor,140200010101,2026,1.3,8.6,2026-03-08,291,True
1185:CO:SNTL,Black Mesa,140300020103,2012,,0.0,2012-08-23,39,False
1185:CO:SNTL,Black Mesa,140300020103,2013,17.9,19.6,2013-04-20,365,True
1185:CO:SNTL,Black Mesa,140300020103,2014,20.2,23.7,2014-05-12,365,True
1185:CO:SNTL,Black Mesa,140300020103,2015,17.0,26.8,2015-05-26,365,True
1185:CO:SNTL,Black Mesa,140300020103,2016,23.0,30.1,2016-05-18,366,True
1185:CO:SNTL,Black Mesa,140300020103,2017,32.2,36.0,2017-05-10,365,True
1185:CO:SNTL,Black Mesa,140300020103,2018,11.7,12.7,2018-04-21,365,True
1185:CO:SNTL,Black Mesa,140300020103,2019,32.3,41.5,2019-05-29,365,True
1185:CO:SNTL,Black Mesa,140300020103,2020,18.4,20.6,2020-04-25,366,True
1185:CO:SNTL,Black Mesa,140300020103,2021,17.3,18.2,2021-04-27,365,True
1185:CO:SNTL,Black Mesa,140300020103,2022,22.7,24.2,2022-04-26,365,True
1185:CO:SNTL,Black Mesa,140300020103,2023,35.0,38.0,2023-04-29,365,True
1185:CO:SNTL,Black Mesa,140300020103,2024,18.9,20.7,2024-05-14,366,True
1185:CO:SNTL,Black Mesa,140300020103,2025,17.6,18.1,2025-04-04,365,True
1185:CO:SNTL,Black Mesa,140300020103,2026,13.4,15.0,2026-05-07,290,True
1186:CO:SNTL,Fool Creek,140100010203,2011,,0.0,2011-09-30,1,False
1186:CO:SNTL,Fool Creek,140100010203,2012,13.1,14.5,2012-03-09,366,True
1186:CO:SNTL,Fool Creek,140100010203,2013,15.0,22.3,2013-05-09,365,True
1186:CO:SNTL,Fool Creek,140100010203,2014,25.1,27.2,2014-05-16,365,True
1186:CO:SNTL,Fool Creek,140100010203,2015,18.1,22.6,2015-05-25,365,True
1186:CO:SNTL,Fool Creek,140100010203,2016,21.0,25.2,2016-05-10,366,True
1186:CO:SNTL,Fool Creek,140100010203,2017,20.2,23.8,2017-05-02,365,True
1186:CO:SNTL,Fool Creek,140100010203,2018,19.9,24.9,2018-04-21,365,True
1186:CO:SNTL,Fool Creek,140100010203,2019,21.8,24.9,2019-05-02,365,True
1186:CO:SNTL,Fool Creek,140100010203,2020,21.2,25.7,2020-04-26,366,True
1186:CO:SNTL,Fool Creek,140100010203,2021,17.9,19.9,2021-05-12,365,True
1186:CO:SNTL,Fool Creek,140100010203,2022,17.1,21.0,2022-05-05,365,True
1186:CO:SNTL,Fool Creek,140100010203,2023,18.7,20.1,2023-04-28,365,True
1186:CO:SNTL,Fool Creek,140100010203,2024,20.6,24.3,2024-05-01,366,True
1186:CO:SNTL,Fool Creek,140100010203,2025,21.7,22.3,2025-05-02,365,True
1186:CO:SNTL,Fool Creek,140100010203,2026,10.7,12.4,2026-03-16,291,True
1187:CO:SNTL,High Lonesome,140100010205,2013,,0.8,2013-09-23,27,False
1187:CO:SNTL,High Lonesome,140100010205,2014,24.8,25.9,2014-04-14,365,True
1187:CO:SNTL,High Lonesome,140100010205,2015,14.9,17.3,2015-05-24,365,True
1187:CO:SNTL,High Lonesome,140100010205,2016,20.3,23.4,2016-05-11,366,True
1187:CO:SNTL,High Lonesome,140100010205,2017,16.6,17.7,2017-04-05,365,True
1187:CO:SNTL,High Lonesome,140100010205,2018,14.6,18.3,2018-04-15,365,True
1187:CO:SNTL,High Lonesome,140100010205,2019,19.8,21.9,2019-04-14,365,True
1187:CO:SNTL,High Lonesome,140100010205,2020,18.7,20.6,2020-04-26,366,True
1187:CO:SNTL,High Lonesome,140100010205,2021,17.5,20.0,2021-04-24,365,True
1187:CO:SNTL,High Lonesome,140100010205,2022,19.4,22.7,2022-04-17,365,True
1187:CO:SNTL,High Lonesome,140100010205,2023,21.4,22.3,2023-04-07,365,True
1187:CO:SNTL,High Lonesome,140100010205,2024,21.8,24.7,2024-05-11,366,True
1187:CO:SNTL,High Lonesome,140100010205,2025,19.7,20.2,2025-04-05,365,True
1187:CO:SNTL,High Lonesome,140100010205,2026,8.5,11.9,2026-03-17,290,True
1188:CO:SNTL,Wager Gulch,140200020602,2011,,0.0,2011-09-20,11,False
1188:CO:SNTL,Wager Gulch,140200020602,2012,3.7,7.1,2012-03-10,366,True
1188:CO:SNTL,Wager Gulch,140200020602,2013,4.5,6.2,2013-04-17,365,True
1188:CO:SNTL,Wager Gulch,140200020602,2014,9.9,10.5,2014-04-06,365,True
1188:CO:SNTL,Wager Gulch,140200020602,2015,8.6,10.4,2015-03-02,365,True
1188:CO:SNTL,Wager Gulch,140200020602,2016,9.4,9.5,2016-04-05,366,True
1188:CO:SNTL,Wager Gulch,140200020602,2017,11.0,11.5,2017-04-05,365,True
1188:CO:SNTL,Wager Gulch,140200020602,2018,5.6,5.8,2018-03-27,365,True
1188:CO:SNTL,Wager Gulch,140200020602,2019,17.8,18.0,2019-04-10,365,True
1188:CO:SNTL,Wager Gulch,140200020602,2020,10.6,10.7,2020-04-04,366,True
1188:CO:SNTL,Wager Gulch,140200020602,2021,9.6,9.6,2021-03-24,365,True
1188:CO:SNTL,Wager Gulch,140200020602,2022,7.1,7.5,2022-04-03,365,True
1188:CO:SNTL,Wager Gulch,140200020602,2023,11.6,11.7,2023-04-03,365,True
1188:CO:SNTL,Wager Gulch,140200020602,2024,10.4,10.8,2024-04-06,366,True
1188:CO:SNTL,Wager Gulch,140200020602,2025,9.9,10.5,2025-03-20,364,True
1188:CO:SNTL,Wager Gulch,140200020602,2026,0.9,4.3,2026-02-20,288,True
1326:CO:SNTL,Castle Peak,140100040202,2024,,0.0,2024-09-18,13,False
1326:CO:SNTL,Castle Peak,140100040202,2025,23.8,25.1,2025-04-21,365,True
1326:CO:SNTL,Castle Peak,140100040202,2026,12.8,16.1,2026-05-07,291,True
1344:CO:SNTL,Alta Lakes,140300030103,2025,,0.0,2025-09-25,6,False
1344:CO:SNTL,Alta Lakes,140300030103,2026,11.4,12.2,2026-05-04,291,True
335:CO:SNTL,Berthoud Summit,140100010202,1980,22.1,27.1,1980-05-17,366,True
335:CO:SNTL,Berthoud Summit,140100010202,1981,12.2,13.8,1981-04-09,365,True
335:CO:SNTL,Berthoud Summit,140100010202,1982,19.0,23.6,1982-05-16,365,True
335:CO:SNTL,Berthoud Summit,140100010202,1983,21.6,32.6,1983-05-20,365,True
335:CO:SNTL,Berthoud Summit,140100010202,1984,24.6,33.4,1984-05-08,366,True
335:CO:SNTL,Berthoud Summit,140100010202,1985,19.3,20.8,1985-04-07,365,True
335:CO:SNTL,Berthoud Summit,140100010202,1986,20.1,24.8,1986-04-27,365,True
335:CO:SNTL,Berthoud Summit,140100010202,1987,16.5,17.5,1987-04-13,365,True
335:CO:SNTL,Berthoud Summit,140100010202,1988,20.1,22.6,1988-05-02,366,True
335:CO:SNTL,Berthoud Summit,140100010202,1989,19.0,21.5,1989-04-16,365,True
335:CO:SNTL,Berthoud Summit,140100010202,1990,13.5,15.9,1990-05-10,365,True
335:CO:SNTL,Berthoud Summit,140100010202,1991,18.1,23.8,1991-05-01,365,True
335:CO:SNTL,Berthoud Summit,140100010202,1992,21.1,23.3,1992-04-24,366,True
335:CO:SNTL,Berthoud Summit,140100010202,1993,22.8,30.8,1993-05-02,365,True
335:CO:SNTL,Berthoud Summit,140100010202,1994,17.4,20.2,1994-04-14,365,True
335:CO:SNTL,Berthoud Summit,140100010202,1995,14.8,23.1,1995-05-30,365,True
335:CO:SNTL,Berthoud Summit,140100010202,1996,25.4,30.5,1996-05-02,366,True
335:CO:SNTL,Berthoud Summit,140100010202,1997,20.4,31.4,1997-05-03,365,True
335:CO:SNTL,Berthoud Summit,140100010202,1998,18.4,23.8,1998-04-28,365,True
335:CO:SNTL,Berthoud Summit,140100010202,1999,14.0,23.1,1999-05-05,365,True
335:CO:SNTL,Berthoud Summit,140100010202,2000,17.4,19.3,2000-04-24,366,True
335:CO:SNTL,Berthoud Summit,140100010202,2001,18.7,22.3,2001-04-22,365,True
335:CO:SNTL,Berthoud Summit,140100010202,2002,10.8,11.1,2002-03-26,365,True
335:CO:SNTL,Berthoud Summit,140100010202,2003,20.6,26.0,2003-05-10,365,True
335:CO:SNTL,Berthoud Summit,140100010202,2004,12.3,14.9,2004-04-14,366,True
335:CO:SNTL,Berthoud Summit,140100010202,2005,16.4,19.8,2005-05-13,365,True
335:CO:SNTL,Berthoud Summit,140100010202,2006,21.3,24.0,2006-04-20,365,True
335:CO:SNTL,Berthoud Summit,140100010202,2007,16.2,22.2,2007-04-26,365,True
335:CO:SNTL,Berthoud Summit,140100010202,2008,21.0,24.4,2008-05-15,366,True
335:CO:SNTL,Berthoud Summit,140100010202,2009,19.6,24.7,2009-04-18,365,True
335:CO:SNTL,Berthoud Summit,140100010202,2010,18.0,24.5,2010-05-15,365,True
335:CO:SNTL,Berthoud Summit,140100010202,2011,25.1,34.8,2011-05-24,365,True
335:CO:SNTL,Berthoud Summit,140100010202,2012,9.1,13.0,2012-03-04,366,True
335:CO:SNTL,Berthoud Summit,140100010202,2013,15.4,22.9,2013-05-09,365,True
335:CO:SNTL,Berthoud Summit,140100010202,2014,24.8,26.7,2014-05-16,365,True
335:CO:SNTL,Berthoud Summit,140100010202,2015,15.0,19.4,2015-05-23,365,True
335:CO:SNTL,Berthoud Summit,140100010202,2016,20.9,23.6,2016-05-01,366,True
335:CO:SNTL,Berthoud Summit,140100010202,2017,16.8,18.6,2017-04-06,365,True
335:CO:SNTL,Berthoud Summit,140100010202,2018,15.1,18.5,2018-04-18,365,True
335:CO:SNTL,Berthoud Summit,140100010202,2019,20.6,22.7,2019-05-01,365,True
335:CO:SNTL,Berthoud Summit,140100010202,2020,22.1,25.3,2020-04-25,366,True
335:CO:SNTL,Berthoud Summit,140100010202,2021,18.0,19.6,2021-04-28,365,True
335:CO:SNTL,Berthoud Summit,140100010202,2022,15.4,18.0,2022-05-05,365,True
335:CO:SNTL,Berthoud Summit,140100010202,2023,18.6,21.0,2023-04-29,365,True
335:CO:SNTL,Berthoud Summit,140100010202,2024,21.8,24.0,2024-04-28,366,True
335:CO:SNTL,Berthoud Summit,140100010202,2025,22.0,22.5,2025-04-07,365,True
335:CO:SNTL,Berthoud Summit,140100010202,2026,7.6,12.2,2026-03-16,291,True
345:CO:SNTL,Bison Lake,140100011401,1985,,0.0,1985-09-30,1,False
345:CO:SNTL,Bison Lake,140100011401,1986,44.0,50.4,1986-05-19,365,True
345:CO:SNTL,Bison Lake,140100011401,1987,23.6,26.6,1987-04-23,365,True
345:CO:SNTL,Bison Lake,140100011401,1988,22.1,29.6,1988-05-09,366,True
345:CO:SNTL,Bison Lake,140100011401,1989,28.7,30.5,1989-04-04,365,True
345:CO:SNTL,Bison Lake,140100011401,1990,20.1,25.0,1990-05-16,365,True
345:CO:SNTL,Bison Lake,140100011401,1991,29.4,35.9,1991-05-08,365,True
345:CO:SNTL,Bison Lake,140100011401,1992,18.8,20.2,1992-04-22,366,True
345:CO:SNTL,Bison Lake,140100011401,1993,34.3,39.8,1993-05-07,365,True
345:CO:SNTL,Bison Lake,140100011401,1994,21.4,24.6,1994-05-01,365,True
345:CO:SNTL,Bison Lake,140100011401,1995,27.5,36.3,1995-05-20,365,True
