triplet,name,huc,water_year,april1_swe,peak_swe,peak_date,n_days,has_midwinter
802:CO:SNTL,Summit Ranch,140100020502,2008,14.5,16.6,2008-04-11,366,True
802:CO:SNTL,Summit Ranch,140100020502,2009,14.4,15.4,2009-04-04,365,True
802:CO:SNTL,Summit Ranch,140100020502,2010,7.9,9.3,2010-04-08,365,True
802:CO:SNTL,Summit Ranch,140100020502,2011,14.4,16.6,2011-05-02,365,True
802:CO:SNTL,Summit Ranch,140100020502,2012,2.2,8.0,2012-03-02,366,True
802:CO:SNTL,Summit Ranch,140100020502,2013,7.3,10.2,2013-04-23,365,True
802:CO:SNTL,Summit Ranch,140100020502,2014,14.3,15.0,2014-04-07,365,True
802:CO:SNTL,Summit Ranch,140100020502,2015,7.1,9.7,2015-03-07,365,True
802:CO:SNTL,Summit Ranch,140100020502,2016,11.5,11.5,2016-04-01,366,True
802:CO:SNTL,Summit Ranch,140100020502,2017,10.5,13.7,2017-03-08,365,True
802:CO:SNTL,Summit Ranch,140100020502,2018,8.4,9.3,2018-04-09,365,True
802:CO:SNTL,Summit Ranch,140100020502,2019,13.4,13.7,2019-03-18,365,True
802:CO:SNTL,Summit Ranch,140100020502,2020,12.0,12.4,2020-04-03,366,True
802:CO:SNTL,Summit Ranch,140100020502,2021,9.3,9.3,2021-03-31,365,True
802:CO:SNTL,Summit Ranch,140100020502,2022,9.3,9.7,2022-04-06,365,True
802:CO:SNTL,Summit Ranch,140100020502,2023,13.4,13.4,2023-03-31,365,True
802:CO:SNTL,Summit Ranch,140100020502,2024,11.8,12.1,2024-04-03,366,True
802:CO:SNTL,Summit Ranch,140100020502,2025,10.7,12.0,2025-03-21,365,True
802:CO:SNTL,Summit Ranch,140100020502,2026,0.1,6.3,2026-03-04,291,True
842:CO:SNTL,Vail Mountain,140100030102,1980,29.0,31.4,1980-04-18,366,True
842:CO:SNTL,Vail Mountain,140100030102,1981,13.7,15.7,1981-04-08,365,True
842:CO:SNTL,Vail Mountain,140100030102,1982,27.5,31.6,1982-04-27,365,True
842:CO:SNTL,Vail Mountain,140100030102,1983,24.6,37.3,1983-05-19,365,True
842:CO:SNTL,Vail Mountain,140100030102,1984,28.7,39.1,1984-05-09,366,True
842:CO:SNTL,Vail Mountain,140100030102,1985,23.1,27.8,1985-04-26,365,True
842:CO:SNTL,Vail Mountain,140100030102,1986,20.6,25.5,1986-04-27,365,True
842:CO:SNTL,Vail Mountain,140100030102,1987,15.9,17.8,1987-04-20,365,True
842:CO:SNTL,Vail Mountain,140100030102,1988,20.5,22.0,1988-04-25,366,True
842:CO:SNTL,Vail Mountain,140100030102,1989,18.0,21.3,1989-04-11,365,True
842:CO:SNTL,Vail Mountain,140100030102,1990,16.7,19.9,1990-05-16,365,True
842:CO:SNTL,Vail Mountain,140100030102,1991,20.4,27.4,1991-05-04,365,True
842:CO:SNTL,Vail Mountain,140100030102,1992,20.9,23.1,1992-04-22,366,True
842:CO:SNTL,Vail Mountain,140100030102,1993,29.8,34.0,1993-04-26,365,True
842:CO:SNTL,Vail Mountain,140100030102,1994,17.5,20.0,1994-05-03,365,True
842:CO:SNTL,Vail Mountain,140100030102,1995,19.2,31.3,1995-05-12,365,True
842:CO:SNTL,Vail Mountain,140100030102,1996,29.5,35.0,1996-05-01,366,True
842:CO:SNTL,Vail Mountain,140100030102,1997,28.4,33.6,1997-04-29,365,True
842:CO:SNTL,Vail Mountain,140100030102,1998,16.3,20.7,1998-04-25,365,True
842:CO:SNTL,Vail Mountain,140100030102,1999,11.8,17.7,1999-05-06,365,True
842:CO:SNTL,Vail Mountain,140100030102,2000,18.8,22.7,2000-04-24,366,True
842:CO:SNTL,Vail Mountain,140100030102,2001,16.1,19.8,2001-04-22,365,True
842:CO:SNTL,Vail Mountain,140100030102,2002,14.4,14.6,2002-03-25,365,True
842:CO:SNTL,Vail Mountain,140100030102,2003,21.0,28.0,2003-05-10,365,True
842:CO:SNTL,Vail Mountain,140100030102,2004,14.2,16.8,2004-04-25,366,True
842:CO:SNTL,Vail Mountain,140100030102,2005,17.8,20.0,2005-05-01,365,True
842:CO:SNTL,Vail Mountain,140100030102,2006,27.5,29.2,2006-04-15,365,True
842:CO:SNTL,Vail Mountain,140100030102,2007,16.0,19.1,2007-04-25,365,True
842:CO:SNTL,Vail Mountain,140100030102,2008,25.6,29.4,2008-05-14,366,True
842:CO:SNTL,Vail Mountain,140100030102,2009,23.8,28.1,2009-04-19,365,True
842:CO:SNTL,Vail Mountain,140100030102,2010,15.0,20.8,2010-05-15,365,True
842:CO:SNTL,Vail Mountain,140100030102,2011,22.8,32.1,2011-05-03,365,True
842:CO:SNTL,Vail Mountain,140100030102,2012,4.2,12.4,2012-03-03,366,True
842:CO:SNTL,Vail Mountain,140100030102,2013,11.7,17.8,2013-04-23,365,True
842:CO:SNTL,Vail Mountain,140100030102,2014,22.2,23.1,2014-04-07,365,True
842:CO:SNTL,Vail Mountain,140100030102,2015,12.2,14.6,2015-03-10,365,True
842:CO:SNTL,Vail Mountain,140100030102,2016,19.4,21.3,2016-04-30,366,True
842:CO:SNTL,Vail Mountain,140100030102,2017,17.8,20.3,2017-03-10,365,True
842:CO:SNTL,Vail Mountain,140100030102,2018,12.0,14.7,2018-04-09,365,True
842:CO:SNTL,Vail Mountain,140100030102,2019,20.4,20.8,2019-03-24,365,True
842:CO:SNTL,Vail Mountain,140100030102,2020,18.8,19.7,2020-04-24,366,True
842:CO:SNTL,Vail Mountain,140100030102,2021,14.6,14.6,2021-03-30,365,True
842:CO:SNTL,Vail Mountain,140100030102,2022,15.5,17.0,2022-04-14,365,True
842:CO:SNTL,Vail Mountain,140100030102,2023,21.5,21.7,2023-04-06,365,True
842:CO:SNTL,Vail Mountain,140100030102,2024,19.8,20.4,2024-04-16,366,True
842:CO:SNTL,Vail Mountain,140100030102,2025,15.5,16.8,2025-03-24,365,True
842:CO:SNTL,Vail Mountain,140100030102,2026,0.4,9.5,2026-03-08,291,True
869:CO:SNTL,Willow Creek Pass,140100010102,1980,13.1,16.3,1980-04-24,366,True
869:CO:SNTL,Willow Creek Pass,140100010102,1981,7.2,7.7,1981-04-07,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,1982,10.6,12.6,1982-04-23,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,1983,11.4,16.8,1983-05-17,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,1984,12.3,16.8,1984-05-06,366,True
869:CO:SNTL,Willow Creek Pass,140100010102,1985,10.4,13.4,1985-04-26,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,1986,19.1,23.4,1986-04-28,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,1987,8.6,8.8,1987-04-12,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,1988,13.1,14.8,1988-05-10,366,True
869:CO:SNTL,Willow Creek Pass,140100010102,1989,13.6,15.1,1989-04-11,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,1990,11.3,12.7,1990-04-30,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,1991,12.9,16.4,1991-05-01,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,1992,9.5,11.5,1992-04-23,366,True
869:CO:SNTL,Willow Creek Pass,140100010102,1993,17.4,22.5,1993-04-27,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,1994,10.6,13.2,1994-05-02,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,1995,11.4,20.5,1995-05-13,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,1996,13.7,16.7,1996-05-01,366,True
869:CO:SNTL,Willow Creek Pass,140100010102,1997,18.7,24.8,1997-05-02,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,1998,7.1,9.5,1998-04-24,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,1999,11.9,16.0,1999-05-06,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,2000,14.7,18.3,2000-04-26,366,True
869:CO:SNTL,Willow Creek Pass,140100010102,2001,11.6,14.9,2001-05-05,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,2002,8.2,8.4,2002-04-15,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,2003,15.7,22.9,2003-05-10,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,2004,10.2,13.0,2004-04-25,366,True
869:CO:SNTL,Willow Creek Pass,140100010102,2005,11.9,15.4,2005-05-07,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,2006,12.2,13.4,2006-04-26,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,2007,14.5,16.8,2007-04-24,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,2008,16.0,21.9,2008-05-15,366,True
869:CO:SNTL,Willow Creek Pass,140100010102,2009,12.5,14.7,2009-04-18,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,2010,7.7,14.4,2010-05-15,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,2011,19.6,27.1,2011-05-01,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,2012,8.0,8.7,2012-03-03,366,True
869:CO:SNTL,Willow Creek Pass,140100010102,2013,11.9,19.3,2013-05-01,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,2014,14.8,17.0,2014-05-01,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,2015,9.8,11.7,2015-04-25,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,2016,16.1,18.4,2016-05-01,366,True
869:CO:SNTL,Willow Creek Pass,140100010102,2017,17.0,19.3,2017-05-01,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,2018,13.0,15.1,2018-04-21,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,2019,16.2,18.1,2019-05-01,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,2020,13.3,16.3,2020-04-25,366,True
869:CO:SNTL,Willow Creek Pass,140100010102,2021,11.5,12.7,2021-04-22,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,2022,13.8,15.8,2022-04-17,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,2023,17.6,20.4,2023-04-27,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,2024,14.0,16.2,2024-05-08,366,True
869:CO:SNTL,Willow Creek Pass,140100010102,2025,13.1,14.2,2025-04-18,365,True
869:CO:SNTL,Willow Creek Pass,140100010102,2026,6.7,8.1,2026-05-05,291,True
913:CO:SNTL,Buffalo Park,140100010706,1995,,0.0,1995-09-14,17,False
913:CO:SNTL,Buffalo Park,140100010706,1996,17.5,17.6,1996-03-25,366,True
913:CO:SNTL,Buffalo Park,140100010706,1997,15.8,18.0,1997-05-02,365,True
913:CO:SNTL,Buffalo Park,140100010706,1998,12.8,14.1,1998-04-19,365,True
913:CO:SNTL,Buffalo Park,140100010706,1999,11.0,12.8,1999-04-22,365,True
913:CO:SNTL,Buffalo Park,140100010706,2000,14.3,14.8,2000-04-04,366,True
913:CO:SNTL,Buffalo Park,140100010706,2001,10.4,11.1,2001-04-14,365,True
913:CO:SNTL,Buffalo Park,140100010706,2002,7.8,8.1,2002-03-16,365,True
913:CO:SNTL,Buffalo Park,140100010706,2003,11.6,12.5,2003-04-24,365,True
913:CO:SNTL,Buffalo Park,140100010706,2004,8.0,9.4,2004-03-18,366,True
913:CO:SNTL,Buffalo Park,140100010706,2005,11.5,11.5,2005-04-01,365,True
913:CO:SNTL,Buffalo Park,140100010706,2006,17.7,18.0,2006-04-02,365,True
913:CO:SNTL,Buffalo Park,140100010706,2007,10.1,11.1,2007-03-11,365,True
913:CO:SNTL,Buffalo Park,140100010706,2008,14.5,16.6,2008-04-17,366,True
913:CO:SNTL,Buffalo Park,140100010706,2009,14.4,14.9,2009-04-12,365,True
913:CO:SNTL,Buffalo Park,140100010706,2010,9.9,11.3,2010-04-06,365,True
913:CO:SNTL,Buffalo Park,140100010706,2011,19.2,22.3,2011-05-02,365,True
913:CO:SNTL,Buffalo Park,140100010706,2012,12.0,12.6,2012-03-03,366,True
913:CO:SNTL,Buffalo Park,140100010706,2013,12.4,17.5,2013-04-24,365,True
913:CO:SNTL,Buffalo Park,140100010706,2014,21.5,24.2,2014-04-15,365,True
913:CO:SNTL,Buffalo Park,140100010706,2015,13.3,13.5,2015-03-25,365,True
913:CO:SNTL,Buffalo Park,140100010706,2016,16.2,16.6,2016-05-01,366,True
913:CO:SNTL,Buffalo Park,140100010706,2017,14.9,15.2,2017-04-06,365,True
913:CO:SNTL,Buffalo Park,140100010706,2018,15.4,18.5,2018-04-21,365,True
913:CO:SNTL,Buffalo Park,140100010706,2019,16.3,16.8,2019-04-13,365,True
913:CO:SNTL,Buffalo Park,140100010706,2020,18.6,20.4,2020-04-26,366,True
913:CO:SNTL,Buffalo Park,140100010706,2021,11.9,12.9,2021-04-23,365,True
913:CO:SNTL,Buffalo Park,140100010706,2022,11.8,14.0,2022-04-24,365,True
913:CO:SNTL,Buffalo Park,140100010706,2023,15.5,15.9,2023-04-08,365,True
913:CO:SNTL,Buffalo Park,140100010706,2024,14.6,15.1,2024-04-07,366,True
913:CO:SNTL,Buffalo Park,140100010706,2025,13.1,13.7,2025-04-06,365,True
913:CO:SNTL,Buffalo Park,140100010706,2026,3.1,7.6,2026-03-16,291,True
970:CO:SNTL,Jones Pass,140100010402,1999,,0.0,1999-09-30,1,False
970:CO:SNTL,Jones Pass,140100010402,2000,12.9,14.9,2000-04-24,366,True
970:CO:SNTL,Jones Pass,140100010402,2001,13.5,15.9,2001-04-22,365,True
970:CO:SNTL,Jones Pass,140100010402,2002,9.8,10.0,2002-03-28,365,True
970:CO:SNTL,Jones Pass,140100010402,2003,17.2,21.6,2003-04-24,365,True
970:CO:SNTL,Jones Pass,140100010402,2004,10.8,11.9,2004-04-11,366,True
970:CO:SNTL,Jones Pass,140100010402,2005,12.8,14.8,2005-05-01,365,True
970:CO:SNTL,Jones Pass,140100010402,2006,19.4,20.0,2006-04-20,365,True
970:CO:SNTL,Jones Pass,140100010402,2007,15.5,19.7,2007-04-26,365,True
970:CO:SNTL,Jones Pass,140100010402,2008,18.6,22.4,2008-05-15,366,True
970:CO:SNTL,Jones Pass,140100010402,2009,16.8,20.5,2009-04-18,365,True
970:CO:SNTL,Jones Pass,140100010402,2010,10.9,14.4,2010-05-15,365,True
970:CO:SNTL,Jones Pass,140100010402,2011,20.5,25.8,2011-05-03,365,True
970:CO:SNTL,Jones Pass,140100010402,2012,7.7,9.1,2012-03-18,366,True
970:CO:SNTL,Jones Pass,140100010402,2013,11.8,16.8,2013-05-09,365,True
970:CO:SNTL,Jones Pass,140100010402,2014,18.8,22.0,2014-04-30,365,True
970:CO:SNTL,Jones Pass,140100010402,2015,13.2,15.1,2015-05-19,365,True
970:CO:SNTL,Jones Pass,140100010402,2016,16.8,18.8,2016-05-01,366,True
970:CO:SNTL,Jones Pass,140100010402,2017,13.9,15.0,2017-04-04,365,True
970:CO:SNTL,Jones Pass,140100010402,2018,11.6,15.4,2018-04-17,365,True
970:CO:SNTL,Jones Pass,140100010402,2019,17.8,19.4,2019-05-01,365,True
970:CO:SNTL,Jones Pass,140100010402,2020,16.4,19.8,2020-04-25,366,True
970:CO:SNTL,Jones Pass,140100010402,2021,14.2,14.2,2021-04-01,365,True
970:CO:SNTL,Jones Pass,140100010402,2022,13.2,14.2,2022-04-17,365,True
970:CO:SNTL,Jones Pass,140100010402,2023,15.2,15.5,2023-04-05,365,True
970:CO:SNTL,Jones Pass,140100010402,2024,15.9,16.5,2024-04-20,366,True
970:CO:SNTL,Jones Pass,140100010402,2025,16.8,17.8,2025-04-07,364,True
970:CO:SNTL,Jones Pass,140100010402,2026,1.6,9.7,2026-03-17,291,True
